year,rcp,had,had_025,had_975,cw,cw_1sigma,giss,trf,volc,solar,anthro,ghg,co2ch4n2o,fgassum,mhalosum,aerosols,other,soi,amo,had_full,cw_full,giss_full,volc_mean,soi_mean,amo_mean
2035,rcp45,NA,NA,NA,NA,NA,NA,3.2575877,0,0.17415125,3.0834365,3.6427986,3.3024219,0.065377994,0.27499866,-0.26421832,-0.2951437814,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2036,rcp45,NA,NA,NA,NA,NA,NA,3.2527252,0,0.13018687,3.1225384,3.674078,3.335722,0.066314852,0.27204116,-0.25884612,-0.2926934857,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2037,rcp45,NA,NA,NA,NA,NA,NA,3.2473965,0,0.086078125,3.1613183,3.7050671,3.3690494,0.067229532,0.26878815,-0.25347392,-0.2902748902,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2038,rcp45,NA,NA,NA,NA,NA,NA,3.2589557,0,0.059268125,3.1996875,3.7356738,3.4023237,0.068124289,0.26522583,-0.24810172,-0.2878845455,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2039,rcp45,NA,NA,NA,NA,NA,NA,3.2806965,0,0.043176875,3.2375197,3.7657726,3.435428,0.069000518,0.26134399,-0.24272951,-0.2855233786,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2040,rcp45,NA,NA,NA,NA,NA,NA,3.3073332,0,0.032265625,3.2750676,3.7953079,3.4683099,0.069859586,0.2571385,-0.23717059,-0.2830697515,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2041,rcp45,NA,NA,NA,NA,NA,NA,3.3383006,0,0.025655,3.3126456,3.8242819,3.5009688,0.070702863,0.25261024,-0.23123822,-0.2803981009,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2042,rcp45,NA,NA,NA,NA,NA,NA,3.4219127,0,0.07252875,3.349384,3.8525415,3.5332135,0.071522525,0.24780551,-0.22511913,-0.2780384103,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2043,rcp45,NA,NA,NA,NA,NA,NA,3.5309733,0,0.14625187,3.3847214,3.8798613,3.5647501,0.072310608,0.24280068,-0.21900004,-0.2761398699,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2044,rcp45,NA,NA,NA,NA,NA,NA,3.6003551,0,0.18119062,3.4191645,3.9063594,3.5956281,0.073070132,0.2376612,-0.21288095,-0.27431397359,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2045,rcp45,NA,NA,NA,NA,NA,NA,3.6436077,0,0.19056187,3.4530458,3.9323597,3.6261048,0.073805789,0.23244915,-0.20676186,-0.27255208457,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2046,rcp45,NA,NA,NA,NA,NA,NA,3.6607272,0,0.17415125,3.4865759,3.9580663,3.6563298,0.074521442,0.22721505,-0.20064277,-0.27084760307,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2047,rcp45,NA,NA,NA,NA,NA,NA,3.6500477,0,0.13018687,3.5198608,3.9835833,3.6863629,0.075220389,0.22200001,-0.19452367,-0.26919877877,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2048,rcp45,NA,NA,NA,NA,NA,NA,3.6390339,0,0.086078125,3.5529558,4.0089697,3.7162261,0.075905672,0.21683792,-0.18840458,-0.267609355909,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2049,rcp45,NA,NA,NA,NA,NA,NA,3.6450802,0,0.059268125,3.5858121,4.0341788,3.7458464,0.076579106,0.21175338,-0.18228549,-0.2660812787997,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2050,rcp45,NA,NA,NA,NA,NA,NA,3.6604819,0,0.043176875,3.6173051,4.0591165,3.7751114,0.077241567,0.20676352,-0.17704176,-0.264769646,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2051,rcp45,NA,NA,NA,NA,NA,NA,3.6786363,0,0.032265625,3.6463707,4.08375,3.8039741,0.077893989,0.2018819,-0.17354874,-0.263830539,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2052,rcp45,NA,NA,NA,NA,NA,NA,3.6992761,0,0.025655,3.6736211,4.1076787,3.8320378,0.078521946,0.197119,-0.17093108,-0.263126497,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2053,rcp45,NA,NA,NA,NA,NA,NA,3.7722813,0,0.07252875,3.6997525,4.1305448,3.8589517,0.079110861,0.19248214,-0.16831342,-0.262478829,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2054,rcp45,NA,NA,NA,NA,NA,NA,3.8709869,0,0.14625187,3.7247351,4.1522856,3.8846542,0.079659876,0.18797153,-0.16569575,-0.26185477,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2055,rcp45,NA,NA,NA,NA,NA,NA,3.9298031,0,0.18119062,3.7486124,4.1729466,3.90919,0.08016912,0.18358743,-0.16307809,-0.261256049,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2056,rcp45,NA,NA,NA,NA,NA,NA,3.9622374,0,0.19056187,3.7716755,4.1928049,3.9328285,0.080641381,0.17933496,-0.16046043,-0.260668942,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2057,rcp45,NA,NA,NA,NA,NA,NA,3.9682578,0,0.17415125,3.7941065,4.2120314,3.9557353,0.081079224,0.17521694,-0.15784277,-0.26008212,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2058,rcp45,NA,NA,NA,NA,NA,NA,3.9461819,0,0.13018687,3.815995,4.2307057,3.9779861,0.08148511,0.17123452,-0.15522511,-0.259485607,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2059,rcp45,NA,NA,NA,NA,NA,NA,3.9234708,0,0.086078125,3.8373926,4.2488692,3.9996195,0.081861627,0.16738815,-0.15260745,-0.258869165,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2060,rcp45,NA,NA,NA,NA,NA,NA,3.9172628,0,0.059268125,3.8579947,4.2664626,4.0205769,0.082210382,0.1636753,-0.15019681,-0.258271049,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2061,rcp45,NA,NA,NA,NA,NA,NA,3.9206221,0,0.043176875,3.8774453,4.2833805,4.0407569,0.082532246,0.16009134,-0.14820022,-0.257734977,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2062,rcp45,NA,NA,NA,NA,NA,NA,3.9280324,0,0.032265625,3.8957668,4.2994038,4.0599285,0.082843814,0.15663153,-0.14641066,-0.25722636,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2063,rcp45,NA,NA,NA,NA,NA,NA,3.9387019,0,0.025655,3.9130469,4.3143802,4.077928,0.083160726,0.15329142,-0.1446211,-0.256712185,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2064,rcp45,NA,NA,NA,NA,NA,NA,4.0018523,0,0.07252875,3.9293236,4.3283486,4.0948,0.083482014,0.15006664,-0.14283154,-0.256193479,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2065,rcp45,NA,NA,NA,NA,NA,NA,4.0907387,0,0.14625187,3.9444869,4.3412069,4.1104526,0.083805004,0.14694922,-0.14104198,-0.255678015,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2066,rcp45,NA,NA,NA,NA,NA,NA,4.1397461,0,0.18119062,3.9585555,4.3529767,4.1249161,0.084127941,0.14393269,-0.13925242,-0.255168743,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2067,rcp45,NA,NA,NA,NA,NA,NA,4.1623578,0,0.19056187,3.9717959,4.3639118,4.1384446,0.084451772,0.14101546,-0.13746286,-0.25465304,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2068,rcp45,NA,NA,NA,NA,NA,NA,4.1585262,0,0.17415125,3.9843749,4.3741687,4.1511962,0.0847772,0.13819529,-0.1356733,-0.254120481,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2069,rcp45,NA,NA,NA,NA,NA,NA,4.1265564,0,0.13018687,3.9963695,4.3838153,4.1632407,0.08510483,0.13546972,-0.13388375,-0.253562031,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2070,rcp45,NA,NA,NA,NA,NA,NA,4.0936458,0,0.086078125,4.0075677,4.3928844,4.1746126,0.085435433,0.13283643,-0.13230147,-0.253015226,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2071,rcp45,NA,NA,NA,NA,NA,NA,4.0769187,0,0.059268125,4.0176506,4.4013091,4.1852487,0.085768841,0.13029158,-0.13113378,-0.25252475,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2072,rcp45,NA,NA,NA,NA,NA,NA,4.0697527,0,0.043176875,4.0265759,4.4088029,4.1948559,0.086116836,0.12783017,-0.13017337,-0.252053633,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2073,rcp45,NA,NA,NA,NA,NA,NA,4.0666372,0,0.032265625,4.0343716,4.4151509,4.2032121,0.086491016,0.1254477,-0.12921296,-0.25156631,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2074,rcp45,NA,NA,NA,NA,NA,NA,4.066707,0,0.025655,4.041052,4.4203688,4.2103384,0.086890124,0.12314033,-0.12825255,-0.251064322,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2075,rcp45,NA,NA,NA,NA,NA,NA,4.1191713,0,0.07252875,4.0466425,4.4244793,4.216262,0.087312871,0.12090444,-0.12729214,-0.250544649,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2076,rcp45,NA,NA,NA,NA,NA,NA,4.197278,0,0.14625187,4.0510261,4.4273734,4.2208835,0.087756059,0.11873386,-0.12633173,-0.250015512,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2077,rcp45,NA,NA,NA,NA,NA,NA,4.2354,0,0.18119062,4.0542094,4.429061,4.2242199,0.088217315,0.11662373,-0.12537132,-0.249480292,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2078,rcp45,NA,NA,NA,NA,NA,NA,4.2470212,0,0.19056187,4.0564594,4.4297941,4.2265234,0.088697483,0.11457319,-0.12441091,-0.248923803,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2079,rcp45,NA,NA,NA,NA,NA,NA,4.2321612,0,0.17415125,4.05801,4.4297763,4.2279949,0.089200085,0.11258136,-0.1234505,-0.24831583,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2080,rcp45,NA,NA,NA,NA,NA,NA,4.1881846,0,0.13018687,4.0579978,4.4291105,4.2287358,0.089727712,0.11064704,-0.12268642,-0.248426356,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2081,rcp45,NA,NA,NA,NA,NA,NA,4.1415211,0,0.086078125,4.055443,4.4278214,4.2287724,0.090279935,0.10876906,-0.12231498,-0.250063429,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2082,rcp45,NA,NA,NA,NA,NA,NA,4.1120822,0,0.059268125,4.0528141,4.4266253,4.2288222,0.090857979,0.10694513,-0.12213986,-0.251671375,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2083,rcp45,NA,NA,NA,NA,NA,NA,4.094886,0,0.043176875,4.0517091,4.4261134,4.2294788,0.091462538,0.10517203,-0.12196475,-0.252439502,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2084,rcp45,NA,NA,NA,NA,NA,NA,4.083454,0,0.032265625,4.0511884,4.4261132,4.2305742,0.092092185,0.10344685,-0.12178963,-0.253135186,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2085,rcp45,NA,NA,NA,NA,NA,NA,4.0768219,0,0.025655,4.0511669,4.4265489,4.232036,0.092745724,0.10176716,-0.12161451,-0.253767471,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2086,rcp45,NA,NA,NA,NA,NA,NA,4.1241099,0,0.07252875,4.0515812,4.4273649,4.2338122,0.093421946,0.10013074,-0.12143939,-0.254344286,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2087,rcp45,NA,NA,NA,NA,NA,NA,4.1984901,0,0.14625187,4.0522382,4.428386,4.235735,0.094117679,0.098533284,-0.12126428,-0.254883508,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2088,rcp45,NA,NA,NA,NA,NA,NA,4.2342698,0,0.18119062,4.0530792,4.4295655,4.2377632,0.094830659,0.096971571,-0.12108916,-0.255397111,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2089,rcp45,NA,NA,NA,NA,NA,NA,4.2448654,0,0.19056187,4.0543036,4.4310984,4.2400915,0.095561431,0.095445505,-0.12091404,-0.255880814,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2090,rcp45,NA,NA,NA,NA,NA,NA,4.2301734,0,0.17415125,4.0560222,4.4330978,4.2428329,0.096310182,0.093954724,-0.12074115,-0.256334476,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2091,rcp45,NA,NA,NA,NA,NA,NA,4.1884486,0,0.13018687,4.0582617,4.435593,4.2460173,0.097076928,0.09249875,-0.12057268,-0.256758617,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2092,rcp45,NA,NA,NA,NA,NA,NA,4.1471019,0,0.086078125,4.0610238,4.4385788,4.2496411,0.097860389,0.091077306,-0.12040644,-0.25714854,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2093,rcp45,NA,NA,NA,NA,NA,NA,4.1234731,0,0.059268125,4.064205,4.4419503,4.2536025,0.098658671,0.089689129,-0.12024019,-0.25750518,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2094,rcp45,NA,NA,NA,NA,NA,NA,4.1108259,0,0.043176875,4.0676491,4.4455587,4.2577555,0.099470892,0.088332265,-0.12007395,-0.257835699,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2095,rcp45,NA,NA,NA,NA,NA,NA,4.1035291,0,0.032265625,4.0712635,4.4493166,4.2620152,0.10029633,0.087005095,-0.1199077,-0.258145393,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2096,rcp45,NA,NA,NA,NA,NA,NA,4.1006696,0,0.025655,4.0750146,4.4531937,4.2663529,0.10113447,0.085706322,-0.11974146,-0.258437628,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2097,rcp45,NA,NA,NA,NA,NA,NA,4.1514154,0,0.07252875,4.0788866,4.4571771,4.2707576,0.10198475,0.084434756,-0.11957521,-0.258715267,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2098,rcp45,NA,NA,NA,NA,NA,NA,4.2289764,0,0.14625187,4.0827245,4.4611252,4.2750932,0.10284453,0.083187482,-0.11940897,-0.258991675,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2099,rcp45,NA,NA,NA,NA,NA,NA,4.2676918,0,0.18119062,4.0865012,4.4650186,4.2793441,0.10371206,0.081962422,-0.11924272,-0.259274672,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
2100,rcp45,NA,NA,NA,NA,NA,NA,4.2807659,0,0.19056187,4.0902041,4.4690759,4.2837273,0.10458859,0.080760041,-0.11911804,-0.259753786,NA,NA,NA,NA,NA,0.0178146542751773,-0.0956111111111111,-0.00361611111111111
1866,rcp60,0.0582666666666667,-0.161733333333333,0.265266666666667,-0.00673333333333331,0.066,NA,0.15596621,0.21907859,-0.0242375,0.18020371,0.264828,0.26472348,0,0.00010452,-0.049152494,-0.035471797,-0.25,0.205083333333333,0.0582666666666667,-0.00673333333333331,NA,0.21907859,-0.25,0.205083333333333
1867,rcp60,-0.0107333333333333,-0.224733333333333,0.199266666666667,-0.0577333333333333,0.066,NA,0.1505226,0.22901714,-0.024600625,0.17512323,0.26787348,0.26776222,0,0.0001112605,-0.050998163,-0.041752084,-0.0833333333333333,0.143583333333333,-0.0107333333333333,-0.0577333333333333,NA,0.22901714,-0.0833333333333333,0.143583333333333
1868,rcp60,0.0722666666666667,-0.137733333333333,0.272266666666667,0.0282666666666667,0.066,NA,0.17369163,0.23107339,-0.0025725,0.17626413,0.27138324,0.27126523,0,0.0001180075,-0.052157318,-0.042961786,-1.38333333333333,0.155916666666667,0.0722666666666667,0.0282666666666667,NA,0.23107339,-1.38333333333333,0.155916666666667
1869,rcp60,0.0412666666666667,-0.147733333333333,0.227266666666667,-0.00273333333333331,0.065,NA,0.21785672,0.22284839,0.03553375,0.18232298,0.27535688,0.27523214,0,0.000124748,-0.052479537,-0.040554374,0.625,0.0970833333333333,0.0412666666666667,-0.00273333333333331,NA,0.22284839,0.625,0.0970833333333333
1870,rcp60,0.0282666666666667,-0.144733333333333,0.196266666666667,-0.0467333333333333,0.06,NA,0.25113271,0.21873589,0.06412875,0.18700396,0.27938161,0.27925015,0,0.0001314625,-0.05286365,-0.039513993,-0.266666666666667,0.02,0.0282666666666667,-0.0467333333333333,NA,0.21873589,-0.266666666666667,0.02
1871,rcp60,-0.0297333333333333,-0.211733333333333,0.147266666666667,-0.0617333333333333,0.058,NA,0.24939782,0.2194213,0.06727,0.18212782,0.2837839,0.28364571,0,0.00013819,-0.056344098,-0.045311981,-0.283333333333333,0.0331666666666667,-0.0297333333333333,-0.0617333333333333,NA,0.2194213,-0.283333333333333,0.0331666666666667
1872,rcp60,0.0762666666666667,-0.0947333333333333,0.241266666666667,-0.0157333333333333,0.059,NA,0.21568884,0.2070838,0.051760625,0.16392822,0.28859483,0.28844988,0,0.00014495,-0.062365425,-0.062301188,3.11666666666667,0.0954166666666667,0.0762666666666667,-0.0157333333333333,NA,0.2070838,3.11666666666667,0.0954166666666667
1873,rcp60,0.000266666666666693,-0.164733333333333,0.161266666666667,0.0152666666666667,0.059,NA,0.17641352,0.19337547,0.0265125,0.14990102,0.2939516,0.29379989,0,0.00015171,-0.066540858,-0.077509722,0.216666666666667,0.05,0.000266666666666693,0.0152666666666667,NA,0.19337547,0.216666666666667,0.05
1874,rcp60,-0.0707333333333333,-0.232733333333333,0.0892666666666667,-0.102733333333333,0.059,NA,0.15247698,0.20125776,-2.1874985e-05,0.15249886,0.30023225,0.30007378,0,0.00015847,-0.06634168,-0.081391713,1.01666666666667,-0.019,-0.0707333333333333,-0.102733333333333,NA,0.20125776,1.01666666666667,-0.019
1875,rcp60,-0.0937333333333333,-0.258733333333333,0.0642666666666667,-0.0837333333333333,0.059,NA,0.13840011,0.19406089,-0.020846875,0.15924699,0.30702371,0.30685848,0,0.00016523,-0.065586964,-0.082189756,0.258333333333333,0.0369166666666667,-0.0937333333333333,-0.0837333333333333,NA,0.19406089,0.258333333333333,0.0369166666666667
1876,rcp60,-0.0767333333333333,-0.236733333333333,0.0802666666666667,-0.0737333333333333,0.058,NA,0.13537358,0.15293589,-0.031731875,0.16710546,0.31418656,0.31401424,0,0.000172315,-0.066558914,-0.080522188,0.641666666666667,-0.0204166666666667,-0.0767333333333333,-0.0737333333333333,NA,0.15293589,0.641666666666667,-0.0204166666666667
1877,rcp60,0.227266666666667,0.0692666666666667,0.384266666666667,0.239266666666667,0.059,NA,0.14450085,0.14848068,-0.0351575,0.17965835,0.32221422,0.3220343,0,0.00017992,-0.065808976,-0.076746898,-2.64166666666667,0.243,0.227266666666667,0.239266666666667,NA,0.14848068,-2.64166666666667,0.243
1878,rcp60,0.338266666666667,0.181266666666667,0.496266666666667,0.322266666666667,0.059,NA,0.15385686,0.18035255,-0.036675625,0.19053248,0.33077946,0.33059155,0,0.000187915,-0.06440044,-0.075846545,0.208333333333333,0.45425,0.338266666666667,0.322266666666667,NA,0.18035255,0.208333333333333,0.45425
1879,rcp60,0.0712666666666667,-0.0787333333333333,0.218266666666667,0.0452666666666667,0.058,NA,0.16630282,0.20194318,-0.029553125,0.19585594,0.3397948,0.3395985,0,0.0001963,-0.065545249,-0.078393612,1.96666666666667,0.126833333333333,0.0712666666666667,0.0452666666666667,NA,0.20194318,1.96666666666667,0.126833333333333
1880,rcp60,0.0742666666666667,-0.0767333333333333,0.226266666666667,0.0182666666666667,0.052,0.00326666666666664,0.18430345,0.21565151,-0.00942375,0.1937272,0.34985586,0.34965085,0,0.00020501,-0.071123292,-0.085005365,1.18333333333333,0.0639166666666667,0.0742666666666667,0.0182666666666667,0.00326666666666664,0.21565151,1.18333333333333,0.0639166666666667
1881,rcp60,0.0972666666666667,-0.0557333333333333,0.249266666666667,0.0742666666666667,0.052,0.0932666666666667,0.20635684,0.22284839,0.01064,0.19571685,0.36049885,0.36028474,0,0.00021411,-0.07404124,-0.090740769,-0.983333333333333,0.0436666666666667,0.0972666666666667,0.0742666666666667,0.0932666666666667,0.22284839,-0.983333333333333,0.0436666666666667
1882,rcp60,0.0882666666666667,-0.0607333333333333,0.233266666666667,0.0202666666666667,0.051,0.103266666666667,0.22869478,0.11112547,0.0210525,0.20764228,0.37066673,0.37044306,0,0.000223665,-0.074124865,-0.088899585,-0.95,-0.0246666666666667,0.0882666666666667,0.0202666666666667,0.103266666666667,0.11112547,-0.95,-0.0246666666666667
1883,rcp60,0.0082666666666667,-0.128733333333333,0.146266666666667,-0.0307333333333333,0.052,0.00326666666666664,0.23900169,-0.80253495,0.02190125,0.21710044,0.38036098,0.38012737,0,0.00023361,-0.07622334,-0.087037207,-0.683333333333333,-0.0316666666666667,0.0082666666666667,-0.0307333333333333,0.00326666666666664,-0.80253495,-0.683333333333333,-0.0316666666666667
1884,rcp60,-0.104733333333333,-0.242733333333333,0.0292666666666667,-0.192733333333333,0.05,-0.0667333333333333,0.2355262,-1.5373016,0.010583125,0.2249431,0.38990514,0.38966119,0,0.000243945,-0.076438974,-0.08852306,-0.758333333333333,-0.07525,-0.104733333333333,-0.192733333333333,-0.0667333333333333,-1.5373016,-0.758333333333333,-0.07525
1885,rcp60,-0.0877333333333333,-0.224733333333333,0.0472666666666667,-0.174733333333333,0.05,-0.106733333333333,0.22513465,-0.94407349,-0.010530625,0.23566528,0.39838685,0.39813212,0,0.000254735,-0.074481826,-0.088239749,-1.075,-0.0238333333333333,-0.0877333333333333,-0.174733333333333,-0.106733333333333,-0.94407349,-1.075,-0.0238333333333333
1886,rcp60,-0.0657333333333333,-0.203733333333333,0.0672666666666667,-0.142733333333333,0.05,-0.0967333333333333,0.21270866,-0.44851724,-0.0316925,0.24440116,0.40562556,0.40535951,0,0.000266045,-0.073133201,-0.088091192,1.1,0.123333333333333,-0.0657333333333333,-0.142733333333333,-0.0967333333333333,-0.44851724,1.1,0.123333333333333
1887,rcp60,-0.115733333333333,-0.252733333333333,0.0132666666666667,-0.179733333333333,0.05,-0.126733333333333,0.20415727,-0.32137245,-0.044279375,0.24843665,0.4119969,0.41171903,0,0.000277875,-0.073754913,-0.089805337,0.833333333333333,0.121416666666667,-0.115733333333333,-0.179733333333333,-0.126733333333333,-0.32137245,0.833333333333333,0.121416666666667
1888,rcp60,-0.00873333333333332,-0.144733333333333,0.122266666666667,-0.0367333333333333,0.05,0.00326666666666664,0.194421424,-0.21102036,-0.0505225,0.24494393,0.41736708,0.41707685,0,0.000290225,-0.078237394,-0.094185757,-1.80833333333333,0.195166666666667,-0.00873333333333332,-0.0367333333333333,0.00326666666666664,-0.21102036,-1.80833333333333,0.195166666666667
1889,rcp60,0.130266666666667,-0.0117333333333333,0.264266666666667,0.0912666666666667,0.049,0.0932666666666667,0.19299621,-0.27750578,-0.0530425,0.24603871,0.42236276,0.42205967,0,0.000303095,-0.080006981,-0.096317076,0.025,0.19775,0.130266666666667,0.0912666666666667,0.0932666666666667,-0.27750578,0.025,0.19775
1890,rcp60,-0.115733333333333,-0.256733333333333,0.0162666666666667,-0.157733333333333,0.049,-0.166733333333333,0.20816783,-0.3316537,-0.04025875,0.24842658,0.42698525,0.4266687,0,0.00031655,-0.080852025,-0.097706645,0.966666666666667,-0.14475,-0.115733333333333,-0.157733333333333,-0.166733333333333,-0.3316537,0.966666666666667,-0.14475
1891,rcp60,-0.0347333333333333,-0.178733333333333,0.102266666666667,-0.0737333333333333,0.049,-0.0367333333333333,0.23357291,-0.2617412,-0.01243375,0.24600666,0.43128557,0.43095498,0,0.00033059,-0.084851577,-0.100427338,-0.45,0.0344166666666667,-0.0347333333333333,-0.0737333333333333,-0.0367333333333333,-0.2617412,-0.45,0.0344166666666667
1892,rcp60,-0.153733333333333,-0.300733333333333,-0.0157333333333333,-0.166733333333333,0.049,-0.0667333333333333,0.259100135,-0.087645365,0.01336125,0.24573889,0.43571861,0.43537339,0,0.000345215,-0.086927081,-0.103052632,0.583333333333333,-0.0918333333333333,-0.153733333333333,-0.166733333333333,-0.0667333333333333,-0.087645365,0.583333333333333,-0.0918333333333333
1893,rcp60,-0.170733333333333,-0.313733333333333,-0.0327333333333333,-0.137733333333333,0.05,-0.0967333333333333,0.280305303,0.060061927,0.034181875,0.24612343,0.43947523,0.43911467,0,0.000360555,-0.087720163,-0.105631635,1.46666666666667,-0.00583333333333333,-0.170733333333333,-0.137733333333333,-0.0967333333333333,0.060061927,1.46666666666667,-0.00583333333333333
1894,rcp60,-0.102733333333333,-0.248733333333333,0.0322666666666667,-0.105733333333333,0.05,-0.106733333333333,0.28916082,0.16938589,0.04360125,0.24555958,0.44255621,0.4421796,0,0.00037661,-0.087980233,-0.109016401,0.45,-0.244166666666667,-0.102733333333333,-0.105733333333333,-0.106733333333333,0.16938589,0.45,-0.244166666666667
1895,rcp60,-0.0897333333333333,-0.230733333333333,0.0442666666666667,-0.0787333333333333,0.048,-0.0167333333333333,0.27311987,0.1618463,0.02968,0.24343987,0.44577046,0.44537714,0,0.000393315,-0.088638152,-0.113692433,-0.475,-0.0950833333333333,-0.0897333333333333,-0.0787333333333333,-0.0167333333333333,0.1618463,-0.475,-0.0950833333333333
1896,rcp60,0.114266666666667,-0.0257333333333333,0.251266666666667,0.0842666666666667,0.048,0.0532666666666667,0.246371061,0.016537969,0.0023975,0.24397357,0.44911767,0.44870693,0,0.000410735,-0.088615369,-0.11652873,-1.49166666666667,0.106166666666667,0.114266666666667,0.0842666666666667,0.0532666666666667,0.016537969,-1.49166666666667,0.106166666666667
